,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
198503,-2.6482,-2.9405,-1.3539,-1.1512,-0.4248,-4.5568,-3.4433,-0.7772,0.3918,3.01,-4.3142,-1.0716,-2.1977,0.5943,3.6181,-2.8412,-2.0947,0.1043,0.8024,4.6277,-1.6106,1.0331,-0.6786,1.0751,1.5803
198504,-2.2749,-1.6761,0.2735,0.497,-0.7477,-3.1638,-1.2148,-0.3019,2.4846,0.6674,-1.2843,-1.7068,-0.312,2.7323,1.3762,-1.2714,-3.1145,0.5084,0.9454,0.8969,-1.7039,-2.3032,-1.2797,1.2474,2.9046
198505,2.5719,4.1281,3.6837,2.6072,1.0915,3.9384,4.0044,3.1269,5.3817,2.9486,6.1684,5.4948,3.3015,4.3092,3.9404,6.6611,5.9056,5.519,4.2969,6.3053,5.8044,7.5565,8.6701,5.5579,4.5944
198506,0.4302,0.5559,1.0283,1.2352,2.1224,0.8559,2.5048,2.4173,2.9172,3.5033,2.6341,1.9192,4.0222,2.4022,3.3666,1.9388,1.9044,2.27,3.5954,0.9125,0.6533,2.89,1.3836,0.3612,2.3318
198507,2.5607,2.7879,2.4289,1.5135,2.1856,3.2306,3.4291,4.5804,0.0316,0.8853,1.2439,2.779,1.434,0.9912,1.8966,-0.564,0.39,1.1739,-2.1193,0.9037,0.6327,-0.4757,-1.6575,-1.5117,-2.3638
198508,-1.6569,-0.9916,-0.659,-0.0315,-0.7205,-1.9543,-0.988,0.997,0.4032,0.3158,-2.4533,-0.819,-0.0235,-0.6991,0.5459,-1.8298,-0.2354,0.9979,0.3911,0.2453,-1.8467,-0.0007,-0.5404,0.3208,0.7733
198509,-8.0644,-5.8677,-4.9226,-4.0126,-4.0769,-7.4361,-6.1973,-3.366,-3.522,-5.5253,-6.7727,-4.4135,-3.1657,-3.8648,-3.5374,-5.0436,-4.0714,-4.5928,-6.5046,-4.5968,-3.6542,-1.3081,-3.1397,-3.1344,-4.1367
198510,0.6786,1.9497,3.5702,3.2012,1.8546,4.1113,3.6255,4.1396,5.7844,3.2777,3.9681,4.4385,4.3535,2.3098,3.3522,5.7234,5.3607,4.2588,5.5173,5.2327,3.7156,4.2181,4.8352,5.8386,6.4049
198511,5.4155,6.4722,6.3604,5.012,4.5515,9.3635,7.2187,7.8192,6.912,6.7223,7.6452,7.5463,5.8051,6.3642,6.3681,8.7119,6.6973,8.3655,5.5119,5.0513,10.019,7.9823,7.8667,3.9867,4.7189
198512,3.5877,5.2765,4.1272,3.9742,3.3359,5.1416,4.2424,5.3512,3.7701,0.292,5.5851,4.4749,2.5265,2.681,5.296,3.7185,4.1775,2.8359,4.9828,5.5329,6.8206,3.7154,4.929,2.9889,4.421
198601,3.8107,2.0436,2.5692,2.167,3.122,1.022,2.1732,0.7398,0.2156,2.4772,1.7716,3.0872,1.6371,2.1478,2.6065,1.1351,0.5037,1.965,2.7291,3.48,0.4246,1.3219,1.7331,-1.3781,1.4209
198602,5.8456,6.4923,6.5104,7.8458,5.4909,7.4547,7.1148,7.1068,9.274,5.0557,6.7664,9.5758,7.7429,7.1936,6.3926,7.8687,9.4778,7.0236,7.2683,7.5316,7.5733,10.0511,8.765,6.5332,7.2164
198603,4.6244,5.4281,5.0816,4.5244,6.512,3.6535,5.1407,5.7927,5.0182,6.3238,4.9975,7.3619,5.0898,5.9102,5.3786,5.9696,5.3,5.8745,3.9722,4.9128,6.0032,7.2801,5.3412,4.7774,4.7372
198604,2.746,2.3361,0.8821,0.5291,0.4177,2.3746,1.9488,-0.1073,1.0472,-1.5139,1.9919,2.3235,0.9502,1.1314,-1.1367,1.7791,-0.117,-1.0739,-2.3909,-4.7139,0.4383,-0.9615,-2.2038,-2.826,-2.7227
198605,4.1267,3.4979,4.5105,3.8415,3.6893,3.2634,2.4009,5.571,4.4363,2.2869,5.9758,4.2292,6.0248,5.1761,3.4575,6.058,3.7986,5.7467,4.4165,4.3133,5.1848,6.2676,3.401,6.5845,5.5465
198606,0.163,-1.6258,0.1716,1.3759,2.0652,0.6975,0.168,2.4061,1.8004,2.2872,1.2847,-0.7698,2.3084,0.6124,2.3214,1.7664,1.0228,0.0994,3.7787,1.2601,2.249,2.0837,1.05,0.6238,2.9181
198607,-10.1126,-8.5706,-8.396,-6.1577,-8.7,-11.4024,-9.8122,-8.8791,-4.9591,-6.8577,-9.9697,-7.7158,-8.0166,-6.0447,-5.6213,-8.5716,-7.554,-6.9197,-4.7132,-4.4764,-7.148,-5.8547,-4.8748,-2.5072,-2.5713
198608,0.2984,0.5591,2.2655,1.8007,1.7033,2.498,4.2329,4.2936,5.4715,4.5585,4.221,3.815,5.9252,7.3303,8.4808,4.2744,6.3162,7.2281,10.2022,9.5066,4.3237,6.5204,6.1206,10.3436,10.7372
198609,-8.1438,-6.2529,-5.2936,-4.4472,-3.2748,-8.741,-5.7332,-4.8155,-2.4337,-5.6665,-7.9378,-7.5691,-4.321,-4.7908,-4.997,-9.2895,-6.2552,-7.6114,-6.7321,-6.0467,-10.4026,-10.9273,-7.5847,-7.9058,-6.4421
198610,1.923,2.8514,1.836,3.0977,0.7873,6.4162,4.4562,3.1337,2.7999,1.515,5.7477,2.6385,1.2114,2.0401,2.6121,5.8207,6.6266,5.1319,5.8268,4.2395,4.9311,7.0161,6.7606,4.6103,5.9328
198611,-2.2803,0.2845,0.3274,0.408,1.1878,0.2596,0.2887,-0.3569,-2.1447,0.001,-0.0021,0.353,-1.0799,1.2122,-0.4077,1.3001,1.1996,1.5137,-1.2459,1.2962,2.634,1.8538,2.7438,2.4865,1.7048
198612,-5.5711,-2.0968,-3.5863,-2.1616,-3.2494,-3.1097,-1.6995,-3.3467,-2.947,0.8561,-2.5751,-1.6882,-3.8492,-2.0701,-0.5198,-4.4595,-3.3497,-2.8728,-2.6262,-3.354,-1.8012,-2.5306,-4.222,-2.826,-2.974
198701,10.9883,10.2204,10.5302,9.6776,9.6077,13.565,12.4261,10.5102,9.5289,10.7428,14.1495,12.9934,8.7987,10.5088,10.1479,14.0593,12.2056,10.5908,12.3069,11.7106,13.5636,16.4911,11.5736,12.4854,11.9064
198702,10.4375,8.3574,6.9208,7.1948,6.4314,9.7091,9.0711,6.3423,6.0329,5.5754,8.696,8.0112,5.2951,4.23,4.4821,6.9893,7.0086,6.6144,3.1993,2.6728,8.278,5.8675,2.9539,-0.4466,-1.0931
198703,1.6124,3.8669,1.9327,3.377,4.5072,1.0898,3.0472,1.6395,2.7661,3.4826,0.463,1.3831,1.5997,2.614,3.2646,1.9699,1.4979,1.6694,1.8477,-1.3033,1.4406,2.2091,0.6335,2.9849,4.8029
198704,-2.3139,-2.3106,-2.3585,-0.5565,-1.3276,-3.9445,-2.3954,-2.943,-4.2926,-4.7639,-2.1874,-2.1278,-4.5038,-1.8945,-2.7991,-3.587,-2.1752,-2.5078,-1.7911,-1.603,-1.2356,-1.1941,-2.0903,-0.7104,-0.4874
198705,-0.3297,-1.2772,-0.0697,0.5761,3.2911,-0.8965,-0.0483,0.0494,0.2127,0.509,0.6846,0.4478,-0.8165,0.233,0.6177,1.9353,0.4393,-0.5094,-0.4917,0.7685,1.8663,-0.5502,-0.2477,0.7645,0.5314
198706,-0.158,1.461,3.0642,1.8911,4.6099,1.7176,3.052,3.5293,2.2793,3.9962,2.3263,1.7362,5.7835,5.5561,2.4014,5.1005,3.1926,4.2241,4.1037,3.7693,4.6229,5.4155,6.1321,5.1447,5.1784
198707,1.5626,2.1386,1.9181,2.8919,5.3957,2.2093,2.0171,3.7855,3.3783,5.9601,2.4698,4.4389,3.7879,3.5841,8.1446,4.1565,4.8846,4.8302,4.0216,4.9189,5.9149,3.1686,6.1699,2.6668,3.0083
198708,0.8083,2.0692,2.7462,2.4512,0.7235,2.5468,3.7878,3.9453,2.5175,4.0289,3.8336,3.4177,4.7693,3.5691,0.5426,4.663,4.0799,3.8091,3.829,1.638,4.9457,5.2966,3.4716,4.6284,2.5956
198709,-2.7683,-0.247,-1.1236,-0.4473,-1.0095,-1.9769,-2.4959,-0.6447,-0.6564,-2.5741,-3.2842,-2.2382,-2.2879,-2.3724,-1.0337,-1.8861,-1.3662,-1.9006,-1.5909,-0.1554,-2.2247,-4.0473,-0.227,-2.1032,-2.6789
198710,-34.1653,-30.6779,-28.593,-28.3583,-28.4843,-32.4849,-31.9413,-28.6601,-24.6616,-29.2541,-29.6956,-28.4764,-24.9113,-22.4597,-27.0598,-25.5471,-28.6858,-24.0245,-18.4999,-23.468,-21.6513,-22.4499,-22.0284,-15.4467,-18.7014
198711,-8.3473,-4.9019,-4.8335,-4.4222,-3.6106,-7.1902,-5.3777,-3.6533,-3.2558,-2.9023,-6.8475,-2.4483,-2.7821,-3.0749,-4.2514,-6.4134,-6.3661,-5.9722,-4.3853,-2.4112,-9.6122,-8.3866,-8.266,-7.7546,-7.2662
198712,2.7267,5.3592,5.4135,4.826,3.4174,11.8082,9.3387,6.7582,7.2973,5.0938,12.3088,9.666,6.2682,4.8318,6.6058,13.0231,10.831,9.1547,3.9267,3.9424,8.3148,7.4149,8.031,3.2887,6.2951
198801,6.0319,6.964,4.4944,4.9831,6.2216,1.8609,3.3566,5.1187,4.114,6.5378,1.2671,3.5603,3.8789,7.5263,6.4408,0.0532,4.6896,4.9726,5.4078,4.8429,2.2403,1.5523,5.1184,9.046,8.7797
198802,6.0389,7.4426,7.6647,7.6149,7.5975,8.6803,12.2428,8.0576,8.8604,8.3993,8.6843,7.8625,7.0395,7.2114,6.4883,8.5938,9.4131,6.379,4.742,6.2162,4.5771,5.4937,4.7217,1.8113,3.0609
198803,4.3074,5.3649,6.1687,5.1527,4.74,2.0709,6.8687,4.101,2.9425,4.4914,2.7698,1.0257,1.1929,-0.0344,1.2587,-0.9663,1.4049,-0.0317,-0.2832,3.4565,-4.5994,-4.2419,-3.9845,-3.8124,-0.3902
198804,0.9058,1.2214,2.6531,0.9377,3.8302,2.164,4.6141,2.6543,2.1204,2.1064,-0.8144,0.2356,1.9123,0.4455,2.3526,-0.2338,0.6536,1.8558,-0.6418,0.7152,-0.7468,1.1248,1.1106,2.4639,2.0338
198805,-3.624,-1.9474,-1.1539,-1.6696,-0.8722,-4.4324,-2.3332,-2.5817,-1.038,-0.5019,-0.6991,-1.755,-1.0654,1.4008,0.8733,-1.1265,-0.6642,-0.4235,2.2826,1.2137,0.1123,0.2983,-0.2657,2.5255,2.0945
198806,6.4487,6.7027,5.9327,6.2989,4.7497,7.3027,11.0642,8.0147,5.5461,8.4565,7.003,7.5026,6.5443,5.9777,4.9836,7.5049,6.4045,6.4769,3.9721,8.3846,4.1727,7.0585,5.5746,3.0829,3.0081
198807,-0.9258,-0.6494,-0.7159,1.1099,-1.1529,-2.7348,-2.1949,-0.0077,0.3975,0.9014,-4.1304,-2.0656,-1.6738,0.1009,-0.3676,-3.1556,-3.1814,-0.727,0.0681,0.2879,-0.9992,-0.8908,0.4092,0.0383,0.8872
198808,-4.0758,-2.5584,-1.0319,-1.4882,-2.0143,-4.2831,-4.2993,-2.0233,-0.8056,-0.7618,-4.0776,-2.634,-2.1773,0.1235,-1.0016,-3.6067,-3.1034,-1.1772,0.1727,1.357,-2.8421,-5.174,-2.4979,-1.3521,-3.1746
198809,0.9328,3.2451,2.4683,1.9477,2.5737,2.8166,2.7753,2.8129,2.9447,2.759,3.6286,2.2917,2.732,1.5187,3.0535,4.5687,1.5545,3.9021,1.9898,4.602,5.7496,5.4294,2.026,4.073,4.0313
198810,-3.016,-1.9232,-1.0456,-2.3548,-0.8135,-2.2288,-0.4616,0.3767,0.1704,-0.5586,-1.6776,0.1696,0.8225,0.8423,2.508,-1.3426,0.701,0.849,1.052,2.573,1.8429,5.5025,1.6125,2.4157,4.1992
198811,-4.8943,-4.5507,-3.3379,-3.3825,-4.2408,-4.0432,-3.2929,-1.7315,-3.1106,-2.1062,-2.8965,-2.6854,-3.8188,-0.9052,-1.4685,-1.6687,-2.3842,-3.4775,-1.6541,-1.13,-1.8879,-1.0499,-1.8589,-0.5035,0.3435
198812,1.7273,4.4822,3.174,4.8186,2.5059,5.2121,4.3598,3.9917,4.5223,2.6211,4.3665,3.9613,3.2119,2.4593,2.6713,3.1319,3.2848,1.5395,2.0763,-0.7267,2.603,2.0635,1.8137,0.5443,0.0206
198901,5.06,5.8583,4.517,4.4993,5.4504,3.8418,4.8665,4.7611,3.6069,7.2897,4.7654,5.3077,5.0838,4.0832,5.3175,4.8454,5.5691,5.8523,5.6769,8.5102,7.7253,6.8098,6.5596,6.3987,8.218
198902,-1.0525,0.052,0.8456,1.4252,1.6319,1.0417,1.7417,1.4444,0.9793,1.5749,0.1172,0.6549,0.1769,1.4549,0.1895,-0.3302,0.0073,-0.9874,0.3369,1.3955,-3.0898,-2.7628,-2.6185,-1.6959,-2.5674
198903,1.1495,3.1448,4.7995,2.4302,2.9296,1.6641,2.1112,2.4172,1.5859,3.2846,2.3214,1.6123,1.44,3.2012,2.7228,-0.2526,1.7889,3.1438,0.6397,3.4532,2.9154,0.5425,3.9884,2.716,1.1432
198904,2.6714,3.1799,3.8454,2.7358,2.7565,4.7283,4.8171,5.0011,2.6521,5.3366,5.5725,3.979,4.6457,3.9762,3.8186,6.2484,5.3007,4.0954,5.4453,5.5708,6.1189,5.1362,4.9834,4.431,3.6392
198905,2.6471,5.8114,2.4411,3.5171,3.501,5.0522,2.2762,4.4724,3.6722,3.6668,5.7885,4.578,3.8154,4.0874,4.0017,4.5729,2.866,3.4186,4.0004,5.9809,4.72,2.8686,4.4969,4.3522,3.288
198906,-3.3378,-1.6977,-2.5781,0.7772,0.558,-4.535,-1.389,-0.7673,-0.5293,-1.7878,-3.317,-1.5074,-1.2679,0.3389,2.1948,-1.939,-1.5341,0.2037,2.085,3.2801,-0.6685,-0.2562,-1.3384,-0.5833,0.8856
198907,2.7303,4.7316,2.3852,3.1269,1.6378,5.4497,4.9911,3.2952,3.9166,3.0958,5.2991,4.8594,3.1931,5.0084,3.3036,8.4678,8.5664,6.254,5.9907,6.5102,11.5393,9.5053,6.7601,7.8162,6.6859
198908,2.301,0.0727,0.6723,2.3962,1.6911,3.2104,2.8811,3.4793,3.6675,2.5917,3.0971,2.6965,5.1412,3.0851,2.1543,3.6325,4.0138,3.4869,3.6029,1.2493,-0.1183,2.2847,2.9732,1.6656,2.9557
198909,1.1873,-0.5997,-0.2909,0.5229,-0.5128,2.3389,0.204,0.6788,0.7897,-1.0011,1.5016,-1.53,-1.3321,-0.2413,-0.8467,0.342,-3.13,-3.4447,-0.7724,0.6437,1.0341,-0.8629,0.1395,0.7301,-0.5604
198910,-5.0704,-5.5676,-4.9729,-4.5247,-6.6495,-5.1608,-6.8204,-4.9482,-5.677,-7.8125,-3.7174,-5.9358,-6.4486,-4.8897,-5.2281,-2.8216,-4.273,-6.9545,-3.0998,-4.4764,0.173,-3.497,-2.7171,-3.2296,-0.2334
198911,-0.5721,0.0017,-0.6324,-0.2423,-0.97,0.3239,1.4825,0.7141,1.6892,-0.8631,1.6033,2.2806,-0.2544,0.935,2.536,2.3154,1.8662,0.3847,0.6694,0.6934,1.9133,2.4143,2.7205,1.232,0.8203
198912,-0.6367,-1.008,-1.0589,-0.8125,-1.6903,1.0025,-0.1258,0.8811,0.7154,0.3244,0.3608,0.507,-1.4869,1.9106,0.2735,2.5303,2.0303,1.5839,1.3222,2.1198,0.6937,1.0035,4.5545,4.8918,1.0475
199001,-8.2364,-7.398,-5.1087,-6.6322,-6.3022,-9.1557,-9.6597,-7.1938,-7.5154,-9.0147,-9.633,-9.2108,-7.97,-6.5611,-7.696,-7.0273,-5.3589,-8.5868,-8.5147,-9.9603,-7.6333,-5.7648,-7.1512,-7.3211,-5.8932
199002,1.9141,2.0787,1.1086,3.4487,1.5145,3.3179,3.6562,2.8742,3.3203,2.3794,3.2731,3.5761,2.2408,1.2576,3.1374,1.6269,1.5777,1.4873,1.8295,3.5317,-0.0828,1.7983,2.3749,1.4147,2.0563
199003,4.2963,2.2911,2.4861,3.7168,1.3778,4.6401,4.766,4.9896,3.1619,1.5408,5.1161,2.7948,3.0016,1.0625,-0.1866,3.7276,4.3154,1.9621,1.9239,-0.4494,3.8536,3.8098,0.4402,0.5368,1.2023
199004,-2.4945,-2.6502,-1.8765,-2.5562,-3.5554,-4.0346,-3.5767,-1.9634,-3.0309,-5.5878,-2.3507,-1.8241,-3.4562,-5.3848,-5.9545,-2.8151,-4.173,-5.8558,-5.4795,-5.941,0.402,-1.3307,-3.7774,-4.1593,-4.1409
199005,8.5047,6.4747,5.9255,4.1918,3.674,10.6511,8.7681,5.5877,5.5192,3.6412,9.3967,8.8237,7.5443,4.5683,6.4514,11.0156,7.8249,10.2134,7.4323,8.6495,11.6552,11.1217,7.7203,6.4604,7.6916
199006,1.0482,1.9821,2.6986,0.3864,-0.3098,0.1356,0.8545,-1.0585,0.0984,-0.6113,1.9148,0.4718,-0.4066,-1.5806,-0.6125,0.5701,-1.7862,-1.9148,-1.7995,-0.0235,3.4341,-2.1376,-2.3266,-3.4862,-0.3006
199007,-4.744,-5.0232,-3.4949,-3.0361,-4.5499,-5.4578,-3.8577,-4.4573,-2.5719,-4.6045,-4.513,-1.4347,-3.2212,-4.8545,-4.2532,-2.3518,-0.8425,-4.2729,-2.2639,-2.8179,-0.8405,-1.4978,2.1151,-1.4011,-2.0358
199008,-16.2887,-14.7542,-12.6509,-11.055,-12.2331,-14.5432,-13.4333,-12.5463,-10.446,-11.1668,-13.8314,-13.398,-10.8023,-8.9066,-9.8377,-9.4743,-10.8971,-11.0439,-9.4744,-10.555,-8.6877,-10.1201,-6.6029,-9.5419,-10.5943
199009,-10.5087,-9.2336,-8.1034,-6.9004,-8.6792,-9.8345,-9.0022,-8.7623,-6.9499,-8.5706,-9.4358,-7.1756,-6.7005,-8.1735,-8.18,-5.8495,-6.2793,-9.7384,-6.5355,-7.9525,-5.2159,-5.252,-1.515,-6.6357,-7.4339
199010,-6.6088,-6.65,-6.3207,-5.5214,-7.2871,-6.3134,-5.2704,-4.3569,-4.1345,-7.5258,-5.0715,-4.9835,-4.1651,-2.5149,-4.8608,-0.6855,-3.3469,-7.3204,-1.2545,-2.3798,1.5293,-1.631,-0.972,0.432,0.9095
199011,3.5051,5.7029,4.0641,2.939,1.6237,11.8491,6.1617,6.9913,6.9106,4.2688,10.9549,9.2039,7.7201,7.7843,7.0843,9.1257,7.8959,11.2655,9.1462,5.9001,6.4113,7.7426,5.9444,6.2304,4.3625
199012,0.3483,-0.1947,0.0694,2.2842,0.3384,4.2667,5.8604,4.3178,4.0177,3.8772,6.7485,4.3869,3.6469,3.8469,3.301,3.9669,3.866,4.8848,4.417,3.3653,3.3358,3.7003,1.6735,2.3972,0.8096
199101,7.8057,7.1576,10.7585,8.8886,11.1865,10.0161,6.6071,7.2899,6.3987,8.938,9.2578,9.1605,7.0495,7.9457,3.6878,8.401,4.0079,7.8052,4.3646,5.4534,5.1921,5.8633,1.9126,6.0378,3.9829
199102,14.4542,12.0217,13.7227,12.2548,11.6923,11.9072,10.2468,10.0669,8.3063,13.9236,9.4827,10.6321,8.5083,8.3987,8.5387,8.6841,9.3691,8.7872,7.4544,6.6159,8.2108,6.8529,5.1308,6.0836,7.9712
199103,10.31,8.6407,7.9126,6.6892,7.7665,7.687,5.2332,5.836,6.1972,6.0611,7.7138,2.8027,2.221,4.6938,6.0055,5.0691,4.0302,3.3706,3.6764,2.9516,4.5463,1.8986,0.3316,1.7511,1.1991
199104,0.9448,1.1322,1.1807,0.6363,0.5057,-1.5741,0.891,0.7901,1.8309,1.8442,-2.7533,-0.6682,2.9513,2.4705,1.3928,-0.9926,0.5598,3.2814,1.6899,-0.503,0.0224,-0.0013,0.0539,1.6328,-0.1752
199105,2.7906,3.7681,4.7025,3.3565,3.6783,5.4506,2.8178,5.8653,3.3293,3.3963,3.662,6.6735,4.8303,4.4189,0.2327,6.5656,3.093,5.8425,4.6354,5.1447,3.9851,5.3044,1.6741,4.2921,6.9352
199106,-7.0325,-3.7166,-4.0787,-3.993,-3.7856,-5.2412,-4.9026,-3.0775,-2.896,-5.7986,-4.7483,-4.5536,-3.5446,-2.1288,-4.6015,-5.2851,-4.2499,-5.8854,-3.4027,-3.7764,-4.4108,-5.6538,-3.657,-5.1337,-3.9656
199107,2.8254,3.9835,2.3152,3.3888,2.4734,4.147,3.5989,2.9707,3.9178,2.0584,6.1781,4.0888,3.6808,2.6795,7.3737,5.973,3.7002,2.9366,4.2601,7.3379,6.2278,3.2834,4.8694,4.6764,0.8156
199108,3.7308,4.8966,3.373,0.8023,2.7947,3.9935,3.44,3.6917,3.2984,3.7402,5.5215,4.1826,2.5662,4.109,6.2111,1.5777,1.9912,3.253,2.6905,3.1127,4.3134,0.6985,2.6552,1.4422,1.7597
199109,4.429,2.5734,0.2002,0.2863,-1.5098,0.5632,0.817,1.9587,0.9642,-1.6265,0.1174,-0.4497,-0.767,0.7386,-3.7204,-0.3266,-1.7414,-0.8519,-0.0298,-1.2317,-2.2206,-1.0818,-0.9837,0.5243,-3.8306
199110,6.5752,4.1495,1.8624,3.8383,1.2713,2.3274,1.4029,3.4099,0.5585,1.3106,2.7666,1.0275,1.6324,2.9463,3.6073,2.5246,0.6612,1.2885,2.3167,2.8539,1.5326,0.9423,1.9451,3.2662,0.5042
199111,-1.862,-3.2117,-4.1558,-3.2872,-2.5995,-4.7841,-6.533,-2.8905,-5.1594,-6.8733,-3.6135,-4.8361,-3.9739,-5.0869,-5.7616,-2.3044,-4.8734,-3.9613,-3.1107,-6.1249,-1.0874,-5.5812,-5.5566,-3.7402,-8.3335
199112,6.597,3.6013,5.3221,4.4472,4.6512,11.4488,6.893,5.4201,5.7123,7.9763,14.5303,10.7565,7.6348,10.0206,11.1812,13.1353,8.7769,10.5845,8.5771,10.5556,15.2806,9.319,8.3699,6.9295,12.8873
199201,14.6152,15.7778,8.4346,13.1233,16.4436,8.3609,4.6291,6.4057,7.563,9.6096,1.4375,4.8664,5.1179,5.4583,9.2936,-0.2445,2.0355,0.9462,0.6766,6.4133,-3.1649,-2.1749,-2.4602,0.0055,6.7472
199202,-0.1673,4.8854,3.5013,5.1405,9.8197,0.201,2.424,1.6468,4.5002,6.5827,0.1846,2.6203,3.6045,2.9095,8.8406,-0.5662,2.9899,3.0985,2.1931,5.1887,0.219,-0.53,1.9293,4.2776,10.113
199203,-6.5173,-5.6816,-2.5284,-0.0759,-1.0318,-7.8096,-2.5028,-1.6914,-0.5092,-1.0899,-5.0371,-2.2246,-0.4367,0.0646,-1.4159,-5.6904,-0.7501,-3.2421,-0.691,-2.0735,-2.9247,-1.6789,0.1304,-1.5142,0.7934
199204,-10.019,-3.8246,-4.9386,-4.6018,-2.7764,-6.5099,-3.4255,-2.5885,-2.5509,0.5295,-5.1689,-1.5338,-1.1468,0.5039,2.5582,-1.9988,0.9842,2.238,2.8668,4.0872,-0.154,5.3015,5.4825,3.2809,7.4908
199205,-1.4895,-0.2773,0.2121,-1.3393,1.6116,-0.185,0.2964,1.8657,0.7003,4.0301,-0.3736,-0.9256,1.8656,0.8393,2.5156,0.1799,1.3737,1.2849,0.653,-0.1736,1.2365,0.413,-0.0843,0.0866,-0.0015
199206,-8.9872,-5.2859,-5.1876,-4.8404,-4.4549,-5.3545,-6.048,-2.5548,-3.3243,-0.8611,-4.6266,-3.9542,-2.5129,-1.3848,0.6266,-1.7715,-4.047,-1.9682,0.2738,-0.2195,-3.0457,0.0109,-2.2535,0.4128,0.7537
199207,0.7307,1.4122,1.5704,2.966,2.784,2.7434,4.4085,3.0897,4.2553,2.7801,4.6122,4.7099,3.9094,5.22,4.2807,5.2039,4.0047,3.7097,4.2296,2.057,4.9198,3.5172,4.0144,4.7464,-0.2819
199208,-4.5544,-3.1567,-0.8878,-1.7266,-3.4169,-3.9161,-3.3886,-0.797,-0.2073,-3.6401,-4.2061,-2.4857,-2.1342,-1.1573,-2.9319,-1.2634,-2.5954,-2.3159,-1.58,-4.4219,-0.5825,-3.0083,-1.2507,-3.175,-8.3802
199209,0.2962,1.5372,1.83,2.2765,1.3107,1.5557,1.8221,4.2257,2.3461,1.8333,3.0697,2.6344,1.4937,0.5658,1.8407,0.9265,3.4423,1.9533,1.104,0.1628,0.7961,3.3326,0.5488,1.1058,0.1762
199210,2.5383,1.8944,2.5688,2.0581,1.4988,4.9675,4.232,2.316,1.1994,3.2857,5.6471,4.0142,1.8302,2.4325,1.4696,4.7768,0.9736,1.1405,2.109,4.747,2.0576,1.4373,-2.5493,0.1828,0.0328
199211,10.6494,11.0948,8.2551,8.0868,7.8462,9.2061,8.2522,6.3671,4.7711,7.0207,9.3925,6.5907,6.1603,5.0041,4.126,7.0465,4.8608,4.1267,2.9252,3.8265,3.6768,4.9988,1.0653,2.9428,8.3543
199212,1.63,3.1959,5.0501,4.4694,5.022,1.6088,2.5187,3.2855,6.3621,4.8926,3.7539,4.9656,2.8912,3.7981,5.0137,1.2262,2.671,3.6452,4.1335,4.5833,-0.7044,3.4563,1.0783,3,3.0076
199301,2.8961,5.1035,4.3131,5.6017,7.9548,-0.6437,3.0377,4.4064,4.5692,8.1658,-2.4126,4.2971,3.9783,3.4117,3.6656,1.1725,1.7824,3.0735,2.6367,4.6934,-2.4217,1.1224,0.8972,3.3609,8.9824
199302,-7.4897,-5.2289,-2.0913,-0.8218,0.7861,-8.1521,-4.3087,-0.579,2.6372,1.6493,-7.8607,0.0149,1.2312,0.6963,3.0075,-5.078,1.4612,1.5923,3.1469,1.8688,-3.0749,2.1066,5.0582,4.6791,2.1197
199303,1.0175,1.7524,3.151,2.5465,4.9945,0.6452,2.6206,4.193,2.4847,4.0651,4.9378,3.1568,3.2351,3.6273,5.8088,2.5558,5.0139,4.3812,3.6598,1.8443,0.7033,3.5955,2.7976,1.3939,3.503
199304,-4.1364,-3.7081,-3.2312,-2.1084,-1.2174,-2.9153,-3.1626,-1.9825,-2.3013,-4.0077,-4.9751,-2.244,-2.5086,-1.7062,-1.7197,-5.0092,-2.4847,-1.9225,-1.7794,-1.4016,-6.003,-2.1786,-0.2769,-1.4901,0.8501
199305,5.8706,4.4424,3.9022,2.9393,4.5345,6.963,4.3192,3.451,1.9864,4.3785,7.9872,5.8203,3.8702,2.2228,2.2347,6.811,3.8494,2.3395,1.1039,2.9602,3.1481,4.4805,1.6212,1.2471,-0.3731
199306,-1.4588,-0.2599,0.5189,-0.8256,1.9068,-0.7154,0.7525,0.2805,0.6866,2.3964,-0.6566,0.2527,1.2154,2.6077,0.9614,0.7597,0.6141,1.9582,1.2359,3.8689,-2.4597,1.0699,1.0732,2.7614,4.7147
199307,-1.5013,-0.3534,1.0043,1.7241,2.8918,0.2393,-0.2404,1.7534,1.8135,2.7439,-0.6897,0.0043,0.8978,2.6182,-0.4783,-3.2526,1.7044,1.1582,2.3379,1.3856,-3.1481,-0.1798,2.0331,1.563,-0.1321
199308,3.69,5.4045,3.5657,4.2158,3.0829,3.3529,6.0206,4.9966,5.1592,3.4092,4.0541,4.9154,3.8229,3.2431,2.3413,6.0174,4.1395,4.5248,3.8232,5.0046,3.5413,2.6308,4.0657,4.1455,4.017
199309,2.3166,2.1835,3.2019,2.9272,3.0529,3.6932,3.6296,2.6797,2.2549,2.4328,4.1171,1.0854,1.1661,1.2163,0.3364,0.6374,1.3501,0.8382,-0.9653,-0.8491,-1.3055,-1.6148,0.2194,1.4351,-0.4495
